term,estimate,std.error,statistic,p.value
course_completion_weighted,2.313437585855362,0.7962662805840754,2.9053567157941367,0.003668347631056738
treated,-0.17630789794853619,0.14440332675093365,-1.2209406937876952,0.22210847535505987
