term,estimate,std.error,statistic,p.value
course_completion_weighted,13.451992369721951,6.205004652611442,2.167926234198799,0.06682131783649228
treated,-1.0615615723790726,1.0773476642787143,-0.9853472630766684,0.3572786838366779
